ID,DAILY_DEPOSIT_LIMIT,DAILY_DEPOSIT_TIMESTAMP,DAILY_BET_LIMIT,DAILY_BET_TIMESTAMP,WEEKLY_DEPOSIT_LIMIT,WEEKLY_DEPOSIT_TIMESTAMP,WEEKLY_BET_LIMIT,WEEKLY_BET_TIMESTAMP,MONTHLY_DEPOSIT_LIMIT,MONTHLY_DEPOSIT_TIMESTAMP,MONTHLY_BET_LIMIT,MONTHLY_BET_TIMESTAMP,SOFT_DELETION
26,38758624043,2019-07-11 15:16:45,38256220201,2019-08-31 07:50:53,89963447856,2019-03-18 02:56:14,88052248407,2019-07-16 05:18:08,91524308589,2019-06-06 17:10:23,97317627979,2019-06-28 12:11:36,DELETED
27,36926937370,2019-09-08 23:40:11,50541244012,2019-03-08 14:14:01,78803236718,2018-11-17 21:42:42,66912089505,2018-12-09 08:06:48,52373308476,2019-10-13 03:50:09,19603870894,2018-12-16 19:48:47,ENABLED
28,74877606340,2019-10-09 04:29:07,69506842200,2019-07-24 15:51:24,74849632860,2019-06-14 17:53:43,85142219917,2018-11-07 11:33:11,24175018641,2019-08-13 02:28:34,5167268307,2019-07-04 09:33:43,DELETED
29,60552121052,2019-09-13 18:39:51,65585417615,2019-02-25 17:44:25,62695197017,2019-07-12 07:28:19,40861045263,2018-10-24 09:00:14,66705411062,2019-09-03 04:08:06,47848749858,2019-06-18 01:52:47,ENABLED
30,79777041835,2019-03-13 01:07:24,56448626401,2019-07-01 05:02:27,60854316998,2019-08-11 13:12:27,49150846069,2019-10-11 01:53:04,9035309025,2019-02-03 17:55:27,25899189507,2019-02-03 12:17:26,ENABLED
31,5249615199,2019-01-11 17:06:59,95453768682,2019-07-20 10:34:33,16048936005,2019-05-15 09:45:19,9319208752,2019-09-05 06:35:26,22146985801,2019-09-26 18:40:54,41436840686,2018-11-25 23:51:53,ENABLED
32,73082036273,2019-10-03 19:56:07,63469881173,2019-10-10 14:04:29,30159488416,2019-01-17 17:46:40,17004017276,2019-07-31 17:34:37,82935354411,2019-01-31 21:25:16,39469012799,2018-11-03 23:51:46,DELETED
33,16836781533,2019-08-20 18:33:10,23466479315,2019-08-19 11:13:52,54885967942,2019-01-04 23:37:01,14912857152,2019-05-20 11:43:55,87186054399,2019-05-16 14:29:36,65957569981,2019-02-17 14:11:42,DELETED
34,40386600386,2019-04-22 10:05:49,74536341697,2019-01-24 02:30:54,50530813235,2019-07-02 12:52:27,46285624951,2018-12-02 09:46:01,83161123246,2019-04-02 22:31:08,95668938684,2019-01-05 10:42:43,ENABLED
35,84742666772,2019-10-04 11:30:38,8246341266,2019-05-23 12:59:55,30145020794,2019-05-13 15:41:11,72743492392,2019-04-30 05:45:37,22946038814,2019-06-09 05:58:50,15259744979,2019-04-23 23:20:15,ENABLED
36,47277625000,2019-06-05 14:33:01,73812236223,2019-05-29 01:53:05,93065642801,2019-03-04 13:17:23,93588958398,2018-10-28 22:14:09,31699124860,2018-12-06 01:29:49,72152240653,2019-09-04 02:37:59,ENABLED
37,26303354,2018-11-22 11:14:11,9510845879,2019-05-31 23:05:33,99902139841,2019-02-21 03:38:50,27601020742,2019-02-19 07:58:05,27697429936,2018-10-27 22:13:51,55392709595,2019-02-05 06:21:47,DELETED
38,89793193460,2018-10-20 16:32:47,85744707022,2019-08-16 19:21:24,66887599858,2019-07-01 20:47:45,30932325085,2019-01-22 04:53:12,65684941723,2018-12-28 03:15:39,6669251573,2019-05-06 03:55:40,ENABLED
39,2374918720,2019-09-27 21:21:19,20980108747,2019-03-08 19:54:45,54660143848,2019-06-27 05:46:52,91963031826,2019-05-06 11:05:00,40985051164,2019-06-19 06:49:40,88897538564,2019-05-06 15:59:11,ENABLED
40,64363125574,2018-12-23 19:49:25,6308268954,2018-12-19 20:44:29,92115923340,2018-12-27 15:11:32,54945516596,2018-10-26 17:57:03,47885241150,2019-09-14 08:05:14,50828579913,2019-06-22 01:33:21,ENABLED
41,8550145623,2018-11-03 08:57:47,3474630949,2019-06-19 02:31:25,93110225277,2019-06-15 23:02:49,37728702788,2018-11-10 22:58:30,19251720628,2019-07-20 15:36:40,67477358173,2019-08-06 21:45:29,ENABLED
42,64194921950,2019-07-16 16:02:08,66595975643,2019-02-09 00:23:47,86907825813,2018-10-25 19:13:27,22494387142,2019-05-01 19:48:28,42214053706,2019-02-15 03:18:15,95563350956,2019-03-09 08:33:00,DELETED
43,4413468179,2019-09-18 08:43:43,8104936593,2019-01-07 02:32:48,33493825196,2019-07-29 06:01:02,94464751783,2019-02-12 00:30:57,85070096973,2019-03-10 20:42:04,70532152984,2018-11-08 01:34:54,ENABLED
44,73710222426,2019-08-13 23:57:17,75212083248,2019-02-15 00:25:09,49433284379,2019-09-07 00:47:22,41345831146,2018-12-11 09:46:46,85527652909,2019-07-18 21:11:48,73643609398,2019-06-13 08:24:04,DELETED
45,11796531287,2019-03-11 19:50:56,2545866221,2019-06-06 11:54:50,11758351471,2019-05-28 07:01:51,6537092859,2019-06-01 05:12:40,95281702989,2019-10-17 17:15:50,62590355683,2018-12-25 18:32:24,ENABLED
46,10915719894,2019-05-30 05:43:50,73298676770,2018-11-10 20:41:09,46576302446,2019-02-22 06:38:18,31356768049,2018-11-16 02:13:22,97998782589,2019-07-06 02:30:22,99103045149,2018-12-15 12:26:12,ENABLED
47,36723129530,2019-05-21 07:50:13,21576005407,2019-07-20 17:16:51,22066788548,2018-11-15 10:36:52,19877988949,2018-12-27 11:10:48,49446872556,2019-04-08 22:48:59,47683968336,2019-05-24 17:15:13,DELETED
48,87355841230,2018-12-20 06:37:47,5834088247,2019-08-20 18:09:19,50288958018,2019-09-01 05:50:39,97137029471,2019-02-22 03:11:42,19959762004,2018-11-16 07:27:52,40454609941,2019-06-17 23:40:45,ENABLED
49,4798201057,2019-03-20 02:26:39,3136104140,2019-07-29 22:52:52,14001056808,2019-04-11 03:23:19,54935798992,2018-12-26 07:33:15,24550401491,2019-03-07 12:33:09,26778886987,2018-12-05 05:59:42,DELETED
50,98141553807,2019-05-31 18:35:14,90032014796,2018-12-07 03:03:26,42739428394,2018-11-15 13:23:58,75047576367,2019-03-24 22:02:24,40095472012,2019-05-29 14:44:08,57751925743,2018-11-01 18:18:17,DELETED
51,31524684081,2019-07-20 20:11:56,19543457649,2019-08-10 16:13:50,30317747780,2019-05-06 12:23:12,12895798969,2019-09-03 10:28:44,78917424291,2019-09-21 12:15:39,17971621664,2018-12-20 13:34:27,DELETED
52,77253313625,2018-11-11 17:23:49,97167634535,2019-04-16 16:35:51,64348176293,2019-08-12 09:59:56,28709957286,2018-11-06 21:13:35,59454175478,2019-08-16 23:17:53,3311151021,2019-07-07 08:13:32,ENABLED
53,26652448424,2019-09-23 22:26:50,923209154,2019-06-12 19:23:54,73148205502,2018-11-13 03:29:04,62875816382,2018-12-02 02:41:57,94898329833,2019-07-03 10:01:59,38531923321,2019-07-12 14:54:01,ENABLED
54,84593561183,2019-04-23 08:30:49,66918040182,2019-09-21 03:35:05,61462689656,2019-09-30 03:17:14,23799668390,2018-12-15 07:27:08,31614586674,2019-09-27 05:39:15,74849695478,2019-02-20 20:59:59,DELETED
55,50554323182,2019-05-20 22:07:12,1755140737,2019-08-09 22:37:43,55414047042,2019-06-06 00:35:17,4528707656,2018-11-16 07:25:14,48206556667,2018-12-24 06:33:53,70148957736,2019-01-25 10:07:11,DELETED
56,60864113917,2019-01-12 01:55:29,84785731415,2019-01-19 13:52:29,1084328564,2019-08-01 11:28:04,21486572692,2019-02-28 12:06:12,87723252133,2018-11-07 23:40:44,90559204382,2019-01-26 21:36:39,DELETED
57,62560915758,2019-01-06 03:06:30,58704243827,2019-02-28 07:55:57,49698581332,2019-04-22 00:58:23,15986571499,2018-11-18 03:19:53,40268023900,2019-01-29 07:19:47,45912856275,2019-04-04 11:14:11,ENABLED
58,18794386027,2018-11-13 07:32:47,54218949566,2019-08-22 04:45:49,49819615578,2019-05-21 22:17:33,88136107927,2019-08-11 15:52:35,41699793598,2019-10-02 02:15:56,72466803011,2019-10-07 18:28:54,ENABLED
59,69025526392,2019-05-15 05:19:56,23464355251,2019-06-17 03:02:53,79149619374,2019-03-13 09:53:59,31826371079,2019-02-25 07:59:54,44990640797,2019-08-13 01:46:43,67329920812,2019-06-15 13:39:19,ENABLED
60,35049978649,2019-03-13 08:52:52,30091511542,2018-12-27 16:45:17,42628865956,2019-07-31 04:33:44,55972290469,2019-01-30 03:38:43,16199478270,2018-11-02 16:08:10,26989606644,2019-04-12 19:53:38,ENABLED
61,7926073306,2019-04-08 16:32:10,24329791797,2019-10-03 15:36:34,25059913069,2019-05-07 18:01:06,90194033667,2019-05-31 22:54:50,92821480241,2019-08-11 13:17:43,91298786215,2019-07-10 01:51:12,ENABLED
62,10769894260,2019-09-24 03:22:54,87348611471,2019-09-03 02:00:02,36298654176,2018-11-22 22:40:52,65844602549,2019-09-24 02:25:15,69287111982,2019-02-25 15:01:51,66318678763,2019-10-03 07:35:53,ENABLED
63,42978244262,2019-01-21 21:29:27,80027253481,2018-11-15 14:05:30,8343524205,2019-07-18 14:09:21,93270903125,2019-08-15 12:25:10,34418271639,2019-10-06 12:01:25,64373656986,2019-08-23 23:09:46,ENABLED
64,11465778518,2018-11-28 23:43:14,4352085847,2018-12-02 17:27:39,14188953901,2018-12-30 18:43:51,6702723049,2019-10-09 07:19:11,71364478179,2018-11-06 22:11:37,29407376279,2019-04-12 02:45:13,ENABLED
65,79308148378,2019-09-25 16:13:10,91563847890,2019-06-29 10:39:09,38713196989,2019-04-28 20:42:48,62381125056,2019-06-20 01:51:19,44620842243,2018-12-06 22:01:55,33913080814,2019-06-17 15:19:59,ENABLED
66,49192197051,2019-07-03 09:11:47,59306233398,2019-08-09 03:37:10,83092853286,2019-10-01 10:18:23,22146254582,2019-02-20 11:17:16,93994113576,2019-01-22 21:22:02,61137295677,2019-10-19 11:54:30,DELETED
67,2619865151,2019-01-03 02:25:04,52181766565,2019-07-07 06:41:14,21088397835,2018-12-11 19:32:11,87435663657,2019-09-04 00:30:04,54521981290,2019-05-01 02:57:09,22064326604,2018-11-23 03:20:11,ENABLED
68,42393692169,2019-07-21 06:27:38,71639599272,2019-04-16 17:27:58,95719484437,2018-11-04 20:49:11,12450020862,2019-05-17 00:43:37,96513787040,2019-03-17 01:19:41,29397981830,2019-02-19 08:25:38,ENABLED
69,76336358622,2019-04-06 08:56:51,61667217458,2019-05-09 19:02:17,58198484102,2018-11-15 21:01:56,25384575754,2019-09-14 12:28:29,71047265184,2019-10-07 04:13:32,50774832618,2019-05-31 23:45:23,DELETED
70,90137138450,2019-05-05 00:40:38,33343619522,2019-08-10 21:38:11,11353292995,2019-04-17 19:18:46,66650963512,2019-10-09 12:06:27,31807078565,2019-03-30 03:11:37,83405771640,2019-07-29 13:34:34,DELETED
71,71429733851,2019-05-30 15:58:53,17469562320,2019-02-25 22:25:17,74504162096,2018-12-30 00:08:26,38702552035,2019-02-16 10:31:13,1883322831,2019-10-02 07:54:52,50088602807,2019-03-13 16:59:24,DELETED
72,29339598221,2019-10-11 16:49:35,5045037125,2019-10-14 02:18:02,27926297914,2018-11-09 08:13:59,12186363672,2019-06-04 05:07:24,50663191685,2019-07-01 09:21:59,11579876524,2018-10-20 01:37:44,ENABLED
73,27369454670,2018-12-03 11:53:27,97996106841,2019-09-15 21:14:21,85220364955,2019-06-23 17:00:56,88413562812,2018-11-23 06:46:32,83329418032,2019-08-15 23:44:53,33266081546,2019-08-17 06:31:55,ENABLED
74,75997177240,2018-10-28 21:45:02,87823628189,2019-06-03 05:35:59,1239284988,2019-09-29 14:42:27,80326981987,2018-12-14 03:32:42,41968687205,2019-06-20 11:05:56,4252787916,2019-05-14 11:11:27,ENABLED
75,1929185974,2019-08-12 21:20:08,75859152641,2019-09-16 10:34:02,47406730966,2019-04-21 22:55:13,16049794301,2018-12-22 06:44:01,35652932234,2019-05-11 08:34:11,43667325864,2019-04-05 00:41:31,DELETED
76,6748606156,2019-05-10 08:23:15,46749334769,2019-03-24 10:53:08,49081713938,2019-03-29 15:12:21,12677315092,2018-10-26 22:13:33,95033473929,2019-08-11 01:55:19,61285612990,2019-09-19 00:50:49,ENABLED
77,27947117473,2019-09-21 21:28:47,34936973913,2019-06-20 17:37:28,97662779552,2019-06-22 07:07:30,88617578365,2019-04-04 14:04:36,22634817759,2019-08-31 20:32:07,28224221718,2019-02-12 17:09:47,DELETED
78,13582566459,2019-06-06 10:59:26,71275976499,2018-12-07 02:40:28,19544402252,2018-12-27 19:32:20,18182232720,2019-04-01 17:24:39,47942651977,2019-05-08 23:03:04,74802015900,2019-07-19 23:17:08,ENABLED
79,79017052644,2019-01-07 09:25:26,1882410189,2019-05-30 20:16:53,78012132460,2019-10-06 20:11:00,9570842483,2018-11-12 20:19:35,92904296766,2018-12-21 18:29:13,77216511355,2019-07-11 12:44:18,DELETED
80,58902776206,2019-02-27 07:42:37,34292773646,2018-11-05 17:28:50,65769798973,2019-05-28 14:35:51,38933689289,2019-03-07 01:38:11,33845879138,2019-01-08 13:42:33,53875154367,2019-07-20 00:24:45,ENABLED
81,37864854615,2019-05-10 05:14:38,84010480466,2019-02-27 00:06:15,69239196571,2019-07-10 23:26:53,32750462842,2019-03-03 13:18:42,85085128304,2019-03-21 06:11:03,10920817187,2019-08-07 04:16:47,DELETED
82,52908698782,2019-05-01 11:03:40,57010237230,2019-02-19 02:20:33,71648081930,2019-04-04 19:05:01,57131653886,2018-12-03 10:06:53,91071257334,2018-11-20 19:22:03,74375033802,2019-05-22 10:45:41,ENABLED
83,18773619098,2019-01-12 13:51:24,84203093453,2019-01-02 10:13:51,73957941301,2019-05-09 02:27:04,30727584807,2019-09-25 23:07:55,73903331668,2018-12-29 22:18:45,87853432763,2019-01-14 15:32:48,ENABLED
84,65554278826,2019-07-29 17:17:21,48463066276,2019-01-04 12:19:00,77893889469,2019-01-16 00:54:47,41821253508,2019-06-26 00:17:39,90309857321,2019-06-12 23:02:03,67621585562,2019-07-16 04:23:30,ENABLED
85,62204482561,2019-07-01 02:14:43,72421431108,2019-02-03 05:11:57,30496122215,2019-01-30 03:38:57,42735909341,2019-10-17 13:19:19,75433407238,2019-04-18 20:24:55,37165244894,2018-11-17 10:53:22,DELETED
86,89053660303,2019-03-01 23:03:36,47362133824,2019-08-25 10:50:16,71240401557,2019-09-14 19:53:10,34135349768,2019-06-11 14:05:23,24856203848,2019-03-24 07:28:47,67418296251,2018-11-09 04:06:53,ENABLED
87,75091484586,2019-08-15 06:08:32,52024767608,2018-12-21 06:17:24,61076242841,2018-11-06 11:10:32,46509714607,2019-04-11 19:58:46,28620137440,2019-10-10 06:56:09,14563046411,2019-05-25 04:20:30,DELETED
88,87520305820,2019-03-20 21:36:38,36633618285,2018-11-22 23:36:21,46744005592,2019-10-08 21:39:43,59089364805,2019-02-02 13:00:55,79418614978,2019-08-26 05:26:23,74165424402,2019-04-20 00:03:57,ENABLED
89,1448710927,2019-05-05 13:05:28,65917268600,2019-04-15 13:20:05,67257726608,2019-06-15 05:24:30,1496994212,2019-02-14 12:29:28,904576662,2019-09-06 02:29:17,5353299873,2019-04-01 13:44:14,DELETED
90,35798830668,2018-12-02 07:34:52,81807492818,2019-06-05 11:33:24,81995320939,2019-04-22 16:04:17,23542035025,2018-11-26 02:57:42,36431149266,2019-06-03 20:39:19,14565149141,2019-05-07 17:11:51,ENABLED
91,61860345627,2019-02-22 05:19:18,85311253676,2019-02-07 01:26:34,29789587048,2018-11-08 03:48:15,85473199840,2019-07-05 10:25:02,85199238635,2019-01-08 21:19:23,66273403389,2019-03-22 18:40:58,ENABLED
92,36344872487,2019-08-23 01:28:45,65109652945,2019-07-13 23:35:14,61821605470,2019-10-16 07:42:20,78188501491,2019-10-12 17:22:13,68587687081,2019-05-28 02:27:01,38179031088,2019-09-19 02:56:43,ENABLED
93,40886075389,2018-12-06 00:07:42,78536183003,2019-10-06 03:16:27,17809135419,2019-09-02 16:29:29,58722760182,2019-03-01 11:21:27,63521623478,2019-06-23 14:55:34,73689752221,2019-07-13 01:25:13,ENABLED
94,39545242242,2019-05-25 08:47:11,21718360219,2019-01-10 23:10:26,4419497033,2019-01-29 17:10:13,31081268276,2018-12-13 02:45:37,89068619998,2018-11-28 10:09:37,63350788233,2019-08-12 13:14:20,ENABLED
95,92135580124,2019-03-17 14:45:32,12581855067,2019-02-13 04:41:15,26161727537,2019-01-01 00:40:16,56902914791,2019-10-02 08:43:26,98418986226,2019-01-29 20:55:59,34830366825,2019-01-14 23:47:24,DELETED
96,64128532101,2019-03-25 06:40:18,60306089509,2019-04-19 04:19:53,89189194242,2019-08-16 04:26:35,60561011522,2019-04-19 01:34:40,32807072158,2019-05-21 21:45:04,88766932923,2019-10-15 00:51:33,ENABLED
97,9776008520,2019-04-15 00:52:47,71884340587,2018-12-02 12:18:17,45393678997,2019-01-11 17:59:45,12732050038,2019-01-26 15:42:48,37049383794,2019-01-03 03:31:46,32230863317,2019-05-08 03:26:58,ENABLED
98,64419861091,2019-01-02 05:57:55,22691786385,2019-06-27 06:00:19,62649266157,2018-11-29 06:54:16,33921021523,2019-10-19 16:34:08,64701949015,2019-04-24 12:43:02,9155392059,2019-02-01 13:36:05,DELETED
99,54703340880,2018-12-17 23:58:51,27366953926,2019-01-29 06:24:42,49270683757,2019-06-17 22:00:32,19925819793,2019-01-18 12:42:42,2168576663,2019-08-21 15:15:28,78783472063,2019-08-28 07:09:00,DELETED
100,41051477635,2018-12-06 15:53:59,29079518259,2018-10-23 04:10:48,6664263916,2019-05-07 02:47:39,80908773829,2018-12-06 19:42:31,11258766740,2019-09-16 07:10:29,74699200833,2019-06-12 14:48:35,ENABLED
101,48539707956,2019-05-11 22:46:49,74666207559,2018-11-01 03:19:22,63181769325,2018-12-05 15:29:37,63463692357,2019-03-15 01:05:31,93140754538,2019-05-03 21:58:29,53936739034,2019-04-10 17:36:45,DELETED
102,46996383396,2019-06-23 22:53:06,76413365652,2019-02-03 01:29:31,14259838316,2019-02-12 01:53:18,6208831959,2019-08-31 13:13:44,56538533007,2018-11-04 05:10:00,68781366106,2019-01-17 01:44:49,ENABLED
103,25072006984,2019-09-24 07:19:53,64315110874,2019-03-08 13:19:40,33842252748,2019-10-04 21:59:26,63118552093,2019-10-10 06:09:51,5632790249,2019-03-12 13:00:40,76699394896,2019-06-20 10:43:09,ENABLED
104,79413318844,2019-08-10 21:25:11,10183680340,2019-05-03 23:18:35,69629996828,2019-06-12 09:27:59,84049528234,2019-03-14 07:41:19,88389152039,2019-07-15 17:39:19,47440678873,2019-06-17 09:55:17,DELETED
105,53573183546,2019-07-08 07:45:27,44772872899,2019-07-31 03:39:15,3635961857,2019-02-18 15:34:52,68915171260,2018-12-02 06:47:34,99878008591,2019-10-16 17:42:22,87519511673,2019-09-26 08:12:14,ENABLED
106,41618654026,2019-01-01 04:03:14,38686274150,2018-10-29 08:42:56,52068225569,2019-09-30 13:14:45,49026701128,2019-07-20 03:35:05,51661141645,2019-03-20 21:49:24,39823752307,2019-09-10 20:28:17,ENABLED
107,33558241711,2019-08-10 17:18:48,92984828455,2019-07-20 12:08:26,74417427392,2019-04-28 01:49:20,88255574456,2018-11-26 07:55:26,58767743464,2018-12-01 17:08:00,6632799098,2019-09-14 20:35:58,ENABLED
108,40260737003,2019-04-18 02:26:27,38342179497,2019-04-23 22:55:19,49116058721,2019-03-19 20:00:11,87088151576,2018-10-23 18:19:44,45475917375,2019-05-11 18:38:21,4970698674,2019-01-09 21:39:45,ENABLED
109,62114469089,2019-05-14 07:12:23,39987172705,2019-03-28 01:26:42,9885375014,2018-10-30 19:12:18,47607062562,2018-12-22 00:57:22,79700965701,2019-03-15 19:51:12,75766093380,2019-02-10 21:58:15,ENABLED
110,7497381301,2019-02-18 23:34:29,16567152781,2019-07-03 20:46:01,9271295205,2018-11-05 03:21:41,80075856851,2019-01-15 23:42:07,33096877461,2019-09-08 12:25:35,44639070329,2019-08-15 08:47:06,ENABLED
111,7902002333,2019-03-27 01:36:58,19050350122,2019-02-19 05:39:24,92193792899,2019-02-21 17:29:00,45747816719,2019-03-25 18:13:11,52212127107,2018-12-19 14:25:55,21702888879,2019-09-25 13:00:08,DELETED
112,39067680107,2018-11-22 05:10:51,10016864190,2019-09-10 22:14:39,5283033159,2019-02-25 00:10:25,81425860785,2019-08-25 02:10:22,2097618917,2018-11-03 14:40:52,10601215656,2019-09-07 23:33:01,ENABLED
113,67222131127,2019-09-10 05:29:17,45883194077,2018-11-12 11:23:31,25109561775,2019-07-18 23:54:50,73029771670,2019-03-12 22:47:00,57722700084,2019-01-07 11:35:24,70626673042,2019-05-24 07:20:27,ENABLED
114,83414234309,2019-03-05 05:52:11,42186320947,2019-05-28 17:50:01,70043236649,2019-07-02 23:42:18,68853591457,2018-11-21 21:46:18,7404064693,2018-11-30 16:52:30,83798410647,2019-07-12 12:28:10,ENABLED
115,66636034516,2019-07-22 12:06:33,36850392321,2019-07-10 14:16:08,56429835,2019-09-17 03:38:08,65626177227,2018-11-19 20:47:42,14400072614,2019-04-29 18:02:51,23095527687,2019-06-10 19:44:43,DELETED
116,17638927611,2019-07-07 16:48:42,25104483534,2019-02-24 15:22:42,71363939095,2019-05-03 19:44:35,81565344539,2018-12-15 10:40:17,56850954211,2019-07-13 14:05:51,32216773693,2019-08-16 07:56:09,ENABLED
